CHI ID COM,HS ID HS4,Exports,Imports
7,4011.0,0.0,2251775.86
7,4016.0,0.0,218123.5
7,4202.0,0.0,20248.16
7,4820.0,0.0,156.84
7,4901.0,0.0,1846.43
7,4908.0,0.0,1221.47
7,5702.0,0.0,925.0
7,6107.0,0.0,757.0
7,6109.0,0.0,504.0
7,6111.0,0.0,86.76
7,6114.0,0.0,85.2
7,6115.0,0.0,264.0
7,6116.0,0.0,448.0
7,6201.0,0.0,408.0
7,6203.0,0.0,1679.0
7,6204.0,0.0,400.0
7,6205.0,0.0,1284.0
7,6207.0,0.0,1215.66
7,6301.0,0.0,5526.48
7,6302.0,0.0,3546.98
7,6303.0,0.0,2180.8
7,6305.0,0.0,100.0
7,6402.0,0.0,277.32
7,6702.0,0.0,1215.46
7,6903.0,0.0,40292.56
7,6912.0,0.0,1230.58
7,6913.0,0.0,904.3
7,7009.0,0.0,666.02
7,7013.0,0.0,3011.27
7,7106.0,11571600.0,0.0
7,7108.0,304724700.0,0.0
7,7112.0,351231.9,0.0
7,7113.0,3000.0,7285.45
7,7116.0,0.0,288.52
7,7117.0,0.0,527.1
7,7304.0,0.0,6739.65
7,7307.0,0.0,895.8
7,7308.0,0.0,51284.81
7,7315.0,0.0,172054.14
7,7318.0,0.0,46116.95
7,7321.0,0.0,114.06
7,7323.0,0.0,2330.82
7,7326.0,0.0,21821.13
7,7401.0,651614.32,0.0
7,7403.0,154754550.31,0.0
7,7606.0,0.0,2404.15
7,7615.0,0.0,137.73
7,7616.0,0.0,499.85
7,8204.0,0.0,53.28
7,8205.0,0.0,457.41
7,8206.0,0.0,7749.51
7,8207.0,0.0,7088.14
7,8211.0,0.0,1281.23
7,8215.0,0.0,182.0
7,8303.0,0.0,2200.0
7,8408.0,0.0,800.0
7,8413.0,0.0,112732.8
7,8414.0,0.0,43.16
7,8419.0,0.0,252714.68
7,8421.0,0.0,1743.63
7,8423.0,0.0,68495.4
7,8428.0,0.0,138480.93
7,8430.0,0.0,1081046.96
7,8431.0,0.0,1966256.89
7,8443.0,0.0,5197.35
7,8467.0,0.0,290.0
7,8471.0,0.0,463842.52
7,8473.0,0.0,120391.27
7,8474.0,200.0,5245422.07
7,8479.0,0.0,28507.92
7,8481.0,0.0,4904.98
7,8482.0,0.0,3771.2
7,8483.0,0.0,2162237.92
7,8484.0,0.0,54.74
7,8501.0,0.0,127607.83
7,8504.0,0.0,182043.22
7,8514.0,0.0,114020.97
7,8515.0,0.0,2238.09
7,8516.0,0.0,464.64
7,8517.0,0.0,155006.8
7,8523.0,0.0,858.61
7,8525.0,0.0,5513.72
7,8526.0,35.0,321498.38
7,8528.0,0.0,88725.18
7,8529.0,0.0,46227.19
7,8531.0,0.0,1301.64
7,8532.0,0.0,7648.92
7,8534.0,0.0,19472.85
7,8536.0,0.0,19764.74
7,8538.0,0.0,170968.33
7,8541.0,0.0,5231.68
7,8542.0,0.0,72742.4
7,8543.0,0.0,9452.79
7,8544.0,0.0,59156.53
7,8712.0,0.0,1937.5
7,9004.0,0.0,2068.03
7,9005.0,0.0,11939.2
7,9015.0,0.0,46465.34
7,9024.0,990.0,12433.36
7,9026.0,0.0,41630.44
7,9027.0,0.0,165840.85
7,9102.0,0.0,37009.01
7,9105.0,0.0,39651.91
7,9208.0,0.0,391.2
7,9403.0,0.0,4158.86
7,9404.0,0.0,2403.54
7,9405.0,0.0,432.0
7,9503.0,0.0,8279.91
7,9504.0,0.0,28.0
7,9505.0,0.0,788.44
7,9506.0,0.0,325.18
7,9507.0,0.0,2467.24
7,9608.0,0.0,284.57
7,9617.0,0.0,165.12
8,808.0,61185210.15,0.0
8,809.0,1055699.17,0.0
8,2703.0,0.0,11890.72
8,2710.0,0.0,28192.55
8,2712.0,0.0,9926.44
8,2832.0,0.0,75211.97
8,3208.0,0.0,71820.73
8,3303.0,0.0,232218.21
8,3304.0,0.0,1477.0
8,3306.0,0.0,204.32
8,3406.0,0.0,61.61
8,3808.0,0.0,19200.0
8,3813.0,0.0,8217.79
8,3919.0,0.0,105.2
8,3921.0,0.0,4358.08
8,3922.0,0.0,766.74
8,3923.0,0.0,15202.71
8,3924.0,0.0,3736.54
8,3925.0,0.0,118.85
8,3926.0,0.0,13860.58
8,4008.0,0.0,8009.27
8,4010.0,0.0,11832.56
8,4011.0,0.0,461.65
8,4014.0,0.0,205.0
8,4016.0,0.0,16270.46
8,4201.0,0.0,1889.1
8,4202.0,0.0,6611.85
8,4203.0,0.0,44600.07
8,4412.0,1461.0,0.0
8,4415.0,0.0,3531.23
8,4421.0,0.0,208.21
8,4803.0,0.0,292.39
8,4811.0,0.0,377.6
8,4818.0,0.0,65.1
8,4819.0,0.0,2930.05
8,4820.0,0.0,1325.45
8,4821.0,0.0,1543.22
8,4909.0,0.0,3263.3
8,4911.0,0.0,2232.88
8,5401.0,0.0,1058.36
8,5404.0,0.0,5082.15
8,5603.0,0.0,856.42
8,5605.0,0.0,235.53
8,6103.0,0.0,2886.69
8,6107.0,0.0,3662.81
8,6108.0,0.0,1627.92
8,6109.0,0.0,5537.75
8,6115.0,0.0,933.06
8,6201.0,0.0,15271.97
8,6204.0,0.0,348.34
8,6211.0,0.0,376.83
8,6212.0,0.0,4453.44
8,6214.0,0.0,89.14
8,6301.0,0.0,1129.57
8,6302.0,0.0,2626.27
8,6307.0,0.0,833.45
8,6402.0,0.0,1851.82
8,6403.0,0.0,6130.65
8,6505.0,0.0,118.51
8,6601.0,0.0,5021.61
8,6702.0,0.0,2109.84
8,6808.0,0.0,57326.0
8,6911.0,0.0,113.0
8,6912.0,0.0,2758.87
8,6913.0,0.0,1261.34
8,7009.0,0.0,1196.8
8,7010.0,0.0,2784.42
8,7013.0,0.0,4766.95
8,7117.0,0.0,1539.74
8,7307.0,0.0,7915.62
8,7317.0,0.0,7869.76
8,7318.0,0.0,4069.06
8,7319.0,0.0,44.67
8,7320.0,0.0,1061.76
8,7323.0,0.0,59006.96
8,7326.0,0.0,5273.31
8,8201.0,0.0,4649.3
8,8203.0,0.0,843.96
8,8205.0,0.0,5794.19
8,8208.0,0.0,7590.95
8,8211.0,0.0,6941.36
8,8212.0,0.0,426.41
8,8213.0,0.0,2580.58
8,8214.0,0.0,666.95
8,8215.0,0.0,239.97
8,8301.0,0.0,130.08
8,8302.0,0.0,32165.87
8,8303.0,0.0,116.8
8,8305.0,0.0,405.82
8,8306.0,0.0,558.52
8,8308.0,0.0,3163.17
8,8309.0,0.0,310.44
8,8402.0,0.0,2160433.63
8,8407.0,0.0,250.0
8,8408.0,0.0,30484.7
8,8413.0,0.0,18102.03
8,8414.0,0.0,24811.05
8,8415.0,0.0,3178.88
8,8418.0,0.0,833.9
8,8419.0,0.0,67463.46
8,8421.0,0.0,13645.88
8,8424.0,0.0,150871.49
8,8425.0,0.0,2838.78
8,8427.0,0.0,1650.0
8,8428.0,0.0,129560.0
8,8430.0,0.0,12482.24
8,8431.0,0.0,3708.59
8,8432.0,0.0,184745.06
8,8433.0,0.0,418690.33
8,8436.0,0.0,627899.8
8,8462.0,0.0,861.0
8,8465.0,0.0,112154.0
8,8466.0,0.0,44215.59
8,8467.0,0.0,230.0
8,8470.0,0.0,373.14
8,8471.0,0.0,1588.77
8,8472.0,0.0,1178.24
8,8479.0,0.0,35050.0
8,8481.0,0.0,7944.15
8,8482.0,0.0,1517.92
8,8483.0,0.0,6646.37
8,8501.0,0.0,692.87
8,8504.0,0.0,13400.22
8,8506.0,0.0,344.68
8,8509.0,0.0,119.34
8,8512.0,0.0,13595.41
8,8513.0,0.0,16507.14
8,8518.0,0.0,149.52
8,8523.0,0.0,933.44
8,8525.0,0.0,10339.07
8,8526.0,0.0,1158.58
8,8527.0,0.0,57.05
8,8528.0,0.0,119915.82
8,8531.0,0.0,115.8
8,8536.0,0.0,6689.5
8,8541.0,0.0,13818.33
8,8542.0,0.0,3007.75
8,8544.0,0.0,4764.37
8,8609.0,0.0,1605.0
8,8701.0,0.0,239397.09
8,8703.0,0.0,12757.91
8,8708.0,0.0,2388.45
8,8711.0,0.0,8749.63
8,8716.0,0.0,64098.02
8,9004.0,0.0,231.65
8,9005.0,0.0,3139.95
8,9017.0,0.0,1673.74
8,9018.0,0.0,27719.0
8,9019.0,0.0,1409.67
8,9026.0,0.0,851.82
8,9027.0,0.0,11905.27
8,9029.0,0.0,930.83
8,9032.0,0.0,1158.38
8,9101.0,0.0,1133.48
8,9102.0,0.0,3081.55
8,9105.0,0.0,184.07
8,9401.0,0.0,1782.8
8,9402.0,0.0,1655.57
8,9403.0,0.0,5421.04
8,9405.0,0.0,24627.52
8,9503.0,0.0,21586.19
8,9504.0,0.0,286.56
8,9505.0,0.0,4861.06
8,9506.0,0.0,84385.1
8,9603.0,0.0,534.31
8,9608.0,0.0,6405.45
8,9609.0,0.0,5371.66
8,9610.0,0.0,223.36
8,9611.0,0.0,280.7
8,9613.0,0.0,1359.96
8,9615.0,0.0,1354.6
8,9616.0,0.0,10332.03
8,9617.0,0.0,5102.16
9,106.0,0.0,2712.1
9,201.0,0.0,60993897.57
9,202.0,0.0,1030284.93
9,203.0,0.0,3424447.64
9,206.0,0.0,605914.16
9,207.0,0.0,7349203.23
9,303.0,544921.45,0.0
9,304.0,0.0,1410702.14
9,305.0,1737.08,35.61
9,306.0,0.0,148934.45
9,307.0,10479703.75,0.0
9,406.0,0.0,642886.22
9,508.0,0.0,1301.06
9,603.0,0.0,46725.9
9,703.0,0.0,22120.29
9,713.0,0.0,138730.58
9,714.0,0.0,94.36
9,803.0,0.0,1047447.05
9,804.0,0.0,6050.6
9,902.0,0.0,52974.02
9,904.0,0.0,13486.6
9,909.0,0.0,4694.91
9,1001.0,0.0,31040012.31
9,1006.0,0.0,2466590.0
9,1008.0,0.0,2487.35
9,1101.0,0.0,1116070.92
9,1212.0,60651364.21,0.0
9,1302.0,0.0,11507.0
9,1401.0,0.0,166.28
9,1504.0,0.0,52.55
9,1507.0,0.0,24354.05
9,1516.0,0.0,400.41
9,1517.0,0.0,75016.48
9,1518.0,0.0,119155.81
9,1602.0,0.0,282819.11
9,1604.0,0.0,107013.49
9,1701.0,0.0,15910894.83
9,1702.0,0.0,3039.05
9,1704.0,0.0,4905.62
9,1806.0,0.0,5363.36
9,1901.0,0.0,25652.0
9,1902.0,0.0,115.5
9,1904.0,0.0,61653.6
9,1905.0,0.0,5981.4
9,2004.0,0.0,6073595.36
9,2005.0,0.0,3585.2
9,2007.0,0.0,1294.4
9,2008.0,12194.24,12956.94
9,2009.0,0.0,5342.36
9,2101.0,0.0,528.0
9,2102.0,0.0,40259.51
9,2104.0,0.0,3802.27
9,2106.0,0.0,30333.08
9,2201.0,0.0,13896.03
9,2202.0,0.0,1422.57
9,2203.0,0.0,72576.0
9,2204.0,0.0,3198.78
9,2208.0,0.0,6498.82
9,2302.0,0.0,21372.97
9,2309.0,0.0,11028721.02
9,2501.0,0.0,602.81
9,2503.0,4950.4,0.0
9,2505.0,0.0,7954.67
9,2508.0,0.0,164647.82
9,2513.0,0.0,13473.44
9,2518.0,0.0,313022.22
9,2522.0,27980.06,29696.29
9,2523.0,2648359.32,356661.24
9,2528.0,0.0,53.5
9,2530.0,12847049.73,527.21
9,2603.0,201877532.9,1660447213.56
9,2617.0,0.0,455.79
9,2701.0,0.0,289742.92
9,2704.0,0.0,101400.0
9,2710.0,5179.59,2644298.23
9,2711.0,0.0,25842.61
9,2715.0,0.0,183304.04
9,2804.0,39374.05,1416004.97
9,2806.0,0.0,6989.25
9,2807.0,0.0,99809795.88
9,2811.0,0.0,233202.04
9,2815.0,0.0,808.65
9,2817.0,0.0,55445.73
9,2818.0,0.0,5508.36
9,2819.0,0.0,50619.71
9,2825.0,0.0,291987.4
9,2826.0,350.0,0.0
9,2827.0,47808631.53,94631.58
9,2830.0,935.0,1412999.12
9,2832.0,0.0,24000.0
9,2833.0,4340174.57,180190.55
9,2835.0,0.0,155425.86
9,2836.0,352383123.2,43025179.37
9,2837.0,0.0,5098061.27
9,2839.0,0.0,2647.53
9,2841.0,0.0,41841.0
9,2843.0,0.0,1075.34
9,2849.0,0.0,23042.22
9,2853.0,0.0,5153.88
9,2903.0,0.0,3785584.46
9,2905.0,0.0,560.6
9,2912.0,0.0,192908.19
9,2915.0,0.0,3336.33
9,2921.0,0.0,3888.08
9,2931.0,0.0,31306.34
9,2933.0,0.0,1225.0
9,2936.0,0.0,965.96
9,2938.0,0.0,686.34
9,3001.0,0.0,1080.78
9,3002.0,0.0,3988.03
9,3004.0,89402.88,471439.85
