BRA ID MIR,HS ID HS4,Exports,Imports
1ap0100,8481,36848.0,8262.0
1ap0100,8482,1306.0,14388.0
1ap0100,8483,187156.0,227471.0
1ap0100,8708,7803.0,20357.0
1pa0000,8426,12382.0,603468.0
1pa0001,801,4705002.0,163392.0
1pa0002,2844,1500.0,17187.0
1pa0002,8428,137500.0,4334467.0
1pa0200,305,11160713.0,183368.0
1pa0200,1511,248506901.0,12121436.0
1pa0200,1513,4833240.0,342190.0
1pa0200,1515,608254.0,579009.0
1pa0200,1516,1453.0,93501.0
1pa0200,2606,119.0,5294351.0
1pa0200,2710,8280.0,9888857.0
1pa0200,2815,107.0,206409762.0
1pa0200,2818,3673981615.0,67498.0
1pa0200,2826,902699.0,17010150.0
1pa0200,2844,26881.0,88464.0
1pa0200,3101,13893.0,5010.0
1pa0200,3204,42223.0,123.0
1pa0200,3206,29257.0,2133197.0
1pa0200,3208,99234.0,117999.0
1pa0200,3209,353714.0,9462.0
1pa0200,3214,353822.0,28794.0
1pa0200,3402,3839.0,203607.0
1pa0200,3406,4595.0,31361.0
1pa0200,3506,4049.0,96236.0
1pa0200,3824,26765.0,1392903.0
1pa0200,3910,1970.0,840.0
1pa0200,3917,17255.0,25220.0
1pa0200,3920,87784.0,4781.0
1pa0200,3923,11953.0,2639793.0
1pa0200,3924,3676.0,782009.0
1pa0200,3926,110068.0,1907939.0
1pa0200,4009,101.0,11137.0
1pa0200,4011,2206.0,521300.0
1pa0200,4016,4202.0,1621373.0
1pa0200,4202,600.0,7059230.0
1pa0200,4403,55870.0,7716.0
1pa0200,4407,42454709.0,11533.0
1pa0200,4419,2437790.0,416468.0
1pa0200,4420,2961.0,27922.0
1pa0200,4421,2251259.0,127840.0
1pa0200,4602,2473.0,3396.0
1pa0200,4818,5636.0,4515.0
1pa0200,4819,3195.0,27085.0
1pa0200,4820,1170.0,2549.0
1pa0200,4821,101400.0,78454.0
1pa0200,4823,103.0,35701.0
1pa0200,4902,1.0,1247.0
1pa0200,4911,5480.0,29244.0
1pa0200,5607,18333.0,23397.0
1pa0200,5608,2151.0,605159.0
1pa0200,5702,17586.0,20542.0
1pa0200,5703,17673.0,17227.0
1pa0200,6104,324.0,103573.0
1pa0200,6106,4900.0,69078.0
1pa0200,6115,7578.0,147625.0
1pa0200,6204,739.0,257724.0
1pa0200,6205,41.0,145401.0
1pa0200,6206,120.0,8250.0
1pa0200,6207,667.0,1145.0
1pa0200,6302,184.0,1063146.0
1pa0200,6304,7.0,880.0
1pa0200,6306,569.0,1992.0
1pa0200,6307,187.0,59199.0
1pa0200,6402,20637.0,375.0
1pa0200,6504,994.0,5027.0
1pa0200,6601,24910.0,1798082.0
1pa0200,6702,167720.0,59703.0
1pa0200,6802,1258.0,218265.0
1pa0200,6804,1131.0,4548.0
1pa0200,6805,421.0,1066.0
1pa0200,6810,5355.0,414334.0
1pa0200,6904,542.0,2690.0
1pa0200,6907,682.0,57839.0
1pa0200,6908,196899.0,399721.0
1pa0200,6910,907.0,9989.0
1pa0200,6913,13220.0,143787.0
1pa0200,6914,5615.0,7839.0
1pa0200,7007,5244.0,106584.0
1pa0200,7013,12544.0,1517185.0
1pa0200,7020,335.0,568.0
1pa0200,7117,116552.0,233524.0
1pa0200,7204,5198249.0,23385.0
1pa0200,7307,104.0,1086.0
1pa0200,7318,14005.0,273621.0
1pa0200,7321,1838.0,66723.0
1pa0200,7323,162685.0,753266.0
1pa0200,7324,108310.0,24067.0
1pa0200,7326,49705.0,1645681.0
1pa0200,7601,2387852307.0,2125078.0
1pa0200,7605,615864.0,34175522.0
1pa0200,7610,4113.0,4302846.0
1pa0200,7615,37950.0,93589.0
1pa0200,7616,16765.0,404868.0
1pa0200,8201,1911700.0,84260.0
1pa0200,8202,44064.0,65710.0
1pa0200,8203,33195.0,74971.0
1pa0200,8204,89594.0,14568.0
1pa0200,8205,179782.0,82443.0
1pa0200,8207,5640.0,280415.0
1pa0200,8211,282185.0,27122.0
1pa0200,8213,21204.0,49467.0
1pa0200,8214,6178.0,21736.0
1pa0200,8215,39660.0,98477.0
1pa0200,8301,61637.0,75961.0
1pa0200,8302,58088.0,382631.0
1pa0200,8305,297.0,1971.0
1pa0200,8308,2533.0,1641.0
1pa0200,8309,7796.0,1382.0
1pa0200,8409,20972.0,350163.0
1pa0200,8412,20452.0,2025195.0
1pa0200,8413,91794.0,1252498.0
1pa0200,8414,45392.0,1509812.0
1pa0200,8415,697.0,35796.0
1pa0200,8418,4848.0,55721.0
1pa0200,8419,80014.0,757077.0
1pa0200,8421,8407.0,2405736.0
1pa0200,8422,948226.0,5090895.0
1pa0200,8424,2944.0,3286853.0
1pa0200,8428,36191.0,586861.0
1pa0200,8431,3477.0,588048.0
1pa0200,8433,132.0,1272.0
1pa0200,8436,609.0,9688.0
1pa0200,8443,25800.0,2428614.0
1pa0200,8459,147.0,23074.0
1pa0200,8465,429330.0,713461.0
1pa0200,8466,2703.0,379288.0
1pa0200,8467,14.0,10745.0
1pa0200,8468,222.0,15425.0
1pa0200,8471,302.0,321850.0
1pa0200,8479,53509.0,6416903.0
1pa0200,8481,8196.0,1972186.0
1pa0200,8482,12984.0,65994.0
1pa0200,8483,9461.0,1641211.0
1pa0200,8501,34162.0,240782.0
1pa0200,8502,567331.0,3634491.0
1pa0200,8504,12913.0,326998.0
1pa0200,8509,688.0,1359.0
1pa0200,8511,833.0,26492.0
1pa0200,8512,63.0,13436.0
1pa0200,8513,143.0,227324.0
1pa0200,8515,307.0,30824.0
1pa0200,8516,7494.0,10223.0
1pa0200,8525,70.0,867940.0
1pa0200,8526,3507.0,48514.0
1pa0200,8529,12992.0,346465.0
1pa0200,8536,11485.0,108275.0
1pa0200,8537,1507.0,107494.0
1pa0200,8539,4408.0,507228.0
1pa0200,8541,127.0,36314.0
1pa0200,8542,1753.0,87129.0
1pa0200,8543,133.0,801575.0
1pa0200,8544,128.0,331820.0
1pa0200,8708,577.0,17800.0
1pa0200,8714,550.0,57400.0
1pa0200,8716,2942.0,32249.0
1pa0200,8903,1610.0,361750.0
1pa0200,8907,10964234.0,2565.0
1pa0200,9015,1363.0,1995.0
1pa0200,9017,8774.0,15270.0
1pa0200,9020,4465.0,4535.0
1pa0200,9026,794.0,469539.0
1pa0200,9027,5567.0,1383919.0
1pa0200,9030,982.0,1467697.0
1pa0200,9031,4485.0,814136.0
1pa0200,9401,2092111.0,1221925.0
1pa0200,9403,4142762.0,1532725.0
1pa0200,9404,12517.0,250548.0
1pa0200,9405,14442.0,547206.0
1pa0200,9406,2672226.0,585305.0
1pa0200,9504,1189.0,5013.0
1pa0200,9603,23453.0,77992.0
1pa0200,9617,28956.0,1999.0
1pa0400,8413,1850.0,3798.0
1pa0400,8481,312.0,5403.0
1pa0400,8483,6153.0,5502.0
1pa0400,9026,921.0,15624.0
1pa0401,7202,346925.0,152679.0
1pa0402,7318,68.0,22060.0
1pa0403,4011,4273885.0,59619317.0
1pa0403,8207,187412.0,2426390.0
1pa0403,8431,221405.0,16386590.0
1pa0403,8708,4320000.0,1604826.0
1pa0405,8412,45772.0,179753.0
1pa0500,8409,10249.0,154.0
1ro0001,4407,7794036.0,34571.0
1ro0004,3926,71.0,26205.0
1ro0004,4013,195.0,56182.0
1ro0004,4016,84.0,27591.0
1ro0004,7315,115.0,96732.0
1ro0004,7318,0.0,110.0
1ro0004,8409,1215.0,519533.0
1ro0004,8413,148.0,5018.0
1ro0004,8482,168.0,41500.0
1ro0004,8484,27.0,0.0
1ro0004,8504,146.0,102928.0
1ro0004,8507,113.0,235367.0
1ro0004,8511,766.0,40833.0
1ro0004,8512,124.0,1789.0
1ro0004,8536,930.0,31601.0
1ro0004,8539,199.0,7909.0
1ro0004,8541,48.0,4588.0
1ro0004,8714,10170.0,552856.0
1ro0005,8413,147727.0,5487.0
1ro0005,8714,1135.0,8587762.0
1ro0005,9401,7118.0,23764.0
1ro0005,9404,342030.0,2543.0
1ro0100,1101,2651403.0,2360302.0
1ro0100,1901,304824.0,89775.0
1ro0100,2202,304376.0,70013.0
1ro0100,3303,24163.0,10487827.0
1ro0100,3304,499918.0,188442.0
1ro0100,3305,1136744.0,2553.0
1ro0100,3307,514399.0,86368.0
1ro0100,3401,5435751.0,3297.0
1ro0100,3406,795748.0,7011.0
1ro0100,3922,27764.0,40.0
1ro0100,3923,206517.0,33427.0
1ro0100,3924,228632.0,58275.0
1ro0100,3926,75341.0,41828.0
1ro0100,4011,6621.0,110549.0
1ro0100,4013,611.0,50729.0
1ro0100,4015,231.0,240.0
1ro0100,4016,10819.0,49.0
1ro0100,4202,74992.0,47249.0
1ro0100,4203,385.0,80.0
1ro0100,4407,860204.0,62477.0
1ro0100,4418,1910.0,4774.0
1ro0100,4419,3113.0,94.0
1ro0100,4421,23887.0,6479.0
1ro0100,4802,585.0,2728.0
1ro0100,4811,16711.0,633.0
1ro0100,4819,167.0,54112.0
1ro0100,4820,4376.0,74707.0
1ro0100,4911,217.0,163.0
1ro0100,5603,37986.0,5045.0
1ro0100,5609,266.0,18815.0
1ro0100,6302,23197.0,59694.0
1ro0100,6306,1917.0,7194.0
1ro0100,6307,5869.0,6494.0
1ro0100,6505,467.0,415.0
1ro0100,6804,6578.0,3190.0
1ro0100,6911,130.0,22163.0
1ro0100,6912,2237.0,3249.0
1ro0100,7009,202.0,961.0
1ro0100,7013,71480.0,178144.0
1ro0100,7217,23589.0,37040.0
1ro0100,7315,89136.0,290057.0
1ro0100,7323,257906.0,120445.0
1ro0100,7326,68756.0,3297.0
1ro0100,7615,25607.0,15770.0
1ro0100,7616,21734.0,17433.0
1ro0100,8201,33569.0,1888.0
1ro0100,8202,26622.0,418.0
1ro0100,8203,178663.0,6228.0
1ro0100,8204,2535.0,1468.0
1ro0100,8205,38987.0,10802.0
1ro0100,8207,347953.0,4914.0
1ro0100,8210,3224.0,700.0
1ro0100,8211,227.0,559.0
1ro0100,8212,366679.0,44.0
1ro0100,8213,187.0,695.0
1ro0100,8214,6315.0,1287.0
1ro0100,8215,5033.0,51410.0
1ro0100,8301,261980.0,4504.0
1ro0100,8302,20108.0,1652.0
1ro0100,8309,1615.0,642.0
1ro0100,8414,164434.0,4412.0
1ro0100,8422,218.0,7000.0
1ro0100,8424,13162.0,1149.0
1ro0100,8432,11684.0,39838.0
1ro0100,8465,54531.0,434.0
1ro0100,8467,74111.0,105.0
1ro0100,8477,10340.0,30000.0
1ro0100,8481,84374.0,1962.0
1ro0100,8482,55031.0,135011.0
1ro0100,8483,446100.0,122115.0
1ro0100,8507,95083.0,37125.0
1ro0100,8512,25477.0,17465.0
1ro0100,8517,7878.0,3049.0
1ro0100,8518,4233.0,19.0
1ro0100,8521,2596.0,18679.0
1ro0100,8529,185.0,630.0
1ro0100,8536,21742.0,3219.0
1ro0100,8539,38566.0,7519.0
1ro0100,8711,2614.0,26700.0
1ro0100,8712,7531.0,11500.0
1ro0100,8714,830072.0,635741.0
1ro0100,9004,495.0,13637.0
1ro0100,9015,458.0,364.0
1ro0100,9017,866.0,3042.0
1ro0100,9401,41345.0,47502.0
1ro0100,9403,895656.0,3451.0
1ro0100,9404,515262.0,3995.0
1ro0100,9405,11518.0,3979.0
1ro0100,9505,18042.0,39555.0
1ro0100,9506,22962.0,40512.0
1ro0100,9603,127005.0,8536.0
1ro0100,9616,1848.0,364.0
1ro0100,9617,3134.0,4339.0
1ro0101,101,5000.0,38252.0
1ro0101,1211,3041.0,53943.0
