BRA ID MER,HS ID HS4,Exports,Imports
1ac01,801,5319389.0,128000.0
1ac01,2302,8938.0,7802.0
1ac01,2523,261170.0,3250352.0
1ac01,3824,107663.0,18960.0
1ac01,3917,1514657.0,10296.0
1ac01,3919,31200.0,2217.0
1ac01,3923,8220.0,7619.0
1ac01,3924,2677.0,12518.0
1ac01,3925,314530.0,380.0
1ac01,3926,1182.0,917.0
1ac01,4016,129.0,24087.0
1ac01,4407,1700640.0,295395.0
1ac01,5607,11576.0,9170.0
1ac01,5909,735.0,2047.0
1ac01,6306,31541.0,1134.0
1ac01,6307,486.0,386.0
1ac01,6804,1745.0,1672.0
1ac01,6907,33040.0,104860.0
1ac01,6908,2400446.0,41480.0
1ac01,6910,65026.0,20795.0
1ac01,7016,360.0,4429.0
1ac01,7216,684636.0,5585.0
1ac01,7217,36156.0,28144.0
1ac01,7306,236099.0,9141.0
1ac01,7308,539139.0,19010.0
1ac01,7313,4930.0,4393.0
1ac01,7314,15389.0,10396.0
1ac01,7317,197509.0,5310.0
1ac01,7318,29931.0,13315.0
1ac01,7326,23422.0,732.0
1ac01,7615,8208.0,490.0
1ac01,7616,6650.0,6866.0
1ac01,7905,7056.0,57914.0
1ac01,7907,159.0,4697.0
1ac01,8201,11962.0,3723.0
1ac01,8202,2788.0,3271.0
1ac01,8203,17553.0,259.0
1ac01,8204,5.0,15506.0
1ac01,8205,3947.0,6960.0
1ac01,8207,4476.0,743.0
1ac01,8301,61519.0,10454.0
1ac01,8311,1943.0,669.0
1ac01,8413,22112.0,520.0
1ac01,8424,57344.0,3595.0
1ac01,8429,208859.0,225744.0
1ac01,8462,844.0,8500.0
1ac01,8466,93.0,226.0
1ac01,8467,6330.0,1391.0
1ac01,8481,122163.0,5149.0
1ac01,8513,72.0,334.0
1ac01,8536,13451.0,202.0
1ac01,8716,11961.0,3610.0
1ac01,9401,5108.0,1751.0
1ac01,9405,44872.0,28537.0
1ac01,9603,11632.0,1537.0
1am00,303,95236.0,83842.0
1am00,801,5982320.0,19978.0
1am00,811,58042.0,3937.0
1am00,1301,2336594.0,5133385.0
1am00,1302,366552.0,10202611.0
1am00,1513,612.0,151591.0
1am00,1515,667.0,9432.0
1am00,1702,217464.0,256455.0
1am00,2008,313681.0,16492.0
1am00,2009,15433.0,76032.0
1am00,2101,15176887.0,11283037.0
1am00,2106,899917799.0,37549326.0
1am00,2207,2.0,230.0
1am00,2501,1386.0,39745.0
1am00,2504,43.0,596019.0
1am00,2517,56063.0,1838.0
1am00,2523,3486850.0,101753297.0
1am00,2710,25308713.0,1865524717.0
1am00,2712,16.0,16286.0
1am00,2809,34766.0,501249.0
1am00,2811,11.0,113126.0
1am00,2812,7464.0,81922.0
1am00,2817,184854.0,68923.0
1am00,2819,11380.0,456858.0
1am00,2827,12675.0,15252.0
1am00,2832,14.0,1409249.0
1am00,2833,24673.0,167749.0
1am00,2835,157769.0,1882137.0
1am00,2837,185149.0,328005.0
1am00,2841,16595.0,16651.0
1am00,2843,66410116.0,2059119.0
1am00,2844,3500.0,35908.0
1am00,2905,52824.0,1804523.0
1am00,2909,16485.0,2964376.0
1am00,2911,1684.0,4673.0
1am00,2912,15777.0,420146.0
1am00,2915,58658.0,2993187.0
1am00,2916,298819.0,29894328.0
1am00,2917,2456.0,1070982.0
1am00,2918,328372.0,13877844.0
1am00,2921,11250.0,751273.0
1am00,2922,171251.0,551341.0
1am00,2924,15043.0,5177689.0
1am00,2929,50100.0,5146978.0
1am00,2931,7629.0,3239.0
1am00,2932,690664.0,5272279.0
1am00,2934,299.0,3554076.0
1am00,2936,27025.0,839358.0
1am00,2938,319873.0,10763289.0
1am00,2939,5143784.0,39694876.0
1am00,2940,262591.0,1971737.0
1am00,3006,37422.0,480901.0
1am00,3104,961.0,2121.0
1am00,3201,15795.0,335702.0
1am00,3204,162443.0,22664358.0
1am00,3206,1275.0,3907161.0
1am00,3207,544.0,3206.0
1am00,3208,1466.0,10063024.0
1am00,3209,92576.0,1294489.0
1am00,3210,22.0,48211.0
1am00,3215,32485.0,6626864.0
1am00,3301,2358246.0,9984814.0
1am00,3302,2860320.0,172768243.0
1am00,3304,36572.0,3130060.0
1am00,3305,154948.0,299916.0
1am00,3307,56497.0,714083.0
1am00,3401,28653.0,166191.0
1am00,3402,11510935.0,4582849.0
1am00,3403,1230.0,705816.0
1am00,3405,2616955.0,194819.0
1am00,3505,61162.0,223136.0
1am00,3506,66410.0,19334673.0
1am00,3606,317100.0,2124864.0
1am00,3703,45710431.0,116922442.0
1am00,3806,58403.0,289465.0
1am00,3808,444601.0,8319.0
1am00,3809,12680.0,829.0
1am00,3810,6703429.0,18477667.0
1am00,3811,1984.0,244235.0
1am00,3815,31098.0,38995104.0
1am00,3824,71010.0,15668707.0
1am00,3901,102509.0,151933404.0
1am00,3902,165295.0,84667439.0
1am00,3903,1323828.0,305364991.0
1am00,3904,882814.0,30198334.0
1am00,3905,15605.0,2214849.0
1am00,3906,653.0,782309.0
1am00,3907,895927.0,448150329.0
1am00,3908,220569.0,24108536.0
1am00,3909,22858.0,3431873.0
1am00,3910,86358.0,34243506.0
1am00,3912,120712.0,25576931.0
1am00,3913,84757.0,1573304.0
1am00,3915,1114593.0,11571.0
1am00,3916,29723.0,318968.0
