BRA ID MER,HS ID HS4,Year,Exports,Imports
1ac01,801,2012,2538674.0,33000.0
1ac01,801,2014,2780715.0,95000.0
1ac01,2302,2011,8938.0,7802.0
1ac01,2523,2014,261170.0,3250352.0
1ac01,3824,2011,107663.0,18960.0
1ac01,3917,2011,225309.0,554.0
1ac01,3917,2012,302350.0,337.0
1ac01,3917,2013,464940.0,8510.0
1ac01,3917,2014,522058.0,895.0
1ac01,3919,2013,12412.0,1726.0
1ac01,3919,2014,18788.0,491.0
1ac01,3923,2011,3105.0,2435.0
1ac01,3923,2013,2857.0,4608.0
1ac01,3923,2014,2258.0,576.0
1ac01,3924,2013,391.0,3801.0
1ac01,3924,2014,2286.0,8717.0
1ac01,3925,2013,314530.0,380.0
1ac01,3926,2014,1182.0,917.0
1ac01,4016,2012,26.0,17905.0
1ac01,4016,2013,15.0,3076.0
1ac01,4016,2014,88.0,3106.0
1ac01,4407,2013,1672268.0,5635.0
1ac01,4407,2014,28372.0,289760.0
1ac01,5607,2011,5686.0,2640.0
1ac01,5607,2013,2881.0,1191.0
1ac01,5607,2014,3009.0,5339.0
1ac01,5909,2011,735.0,2047.0
1ac01,6306,2012,31541.0,1134.0
1ac01,6307,2014,486.0,386.0
1ac01,6804,2012,1745.0,1672.0
1ac01,6907,2012,1099.0,16903.0
1ac01,6907,2013,9809.0,38984.0
1ac01,6907,2014,22132.0,48973.0
1ac01,6908,2011,877373.0,29366.0
1ac01,6908,2012,601399.0,5272.0
1ac01,6908,2013,921674.0,6842.0
1ac01,6910,2013,65026.0,20795.0
1ac01,7016,2012,360.0,4429.0
1ac01,7216,2013,139965.0,4699.0
1ac01,7216,2014,544671.0,886.0
1ac01,7217,2011,11069.0,2320.0
1ac01,7217,2012,2698.0,6355.0
1ac01,7217,2013,9800.0,16935.0
1ac01,7217,2014,12589.0,2534.0
1ac01,7306,2014,236099.0,9141.0
1ac01,7308,2011,103174.0,12000.0
1ac01,7308,2013,280995.0,4385.0
1ac01,7308,2014,154970.0,2625.0
1ac01,7313,2011,4508.0,420.0
1ac01,7313,2014,422.0,3973.0
1ac01,7314,2011,5122.0,2775.0
1ac01,7314,2012,2871.0,597.0
1ac01,7314,2014,7396.0,7024.0
1ac01,7317,2011,50778.0,744.0
1ac01,7317,2012,38829.0,2400.0
1ac01,7317,2014,107902.0,2166.0
1ac01,7318,2012,7192.0,7381.0
1ac01,7318,2013,6100.0,1405.0
1ac01,7318,2014,16639.0,4529.0
1ac01,7326,2014,23422.0,732.0
1ac01,7615,2014,8208.0,490.0
1ac01,7616,2011,2671.0,897.0
1ac01,7616,2013,1617.0,2076.0
1ac01,7616,2014,2362.0,3893.0
1ac01,7905,2012,5462.0,6449.0
1ac01,7905,2014,1594.0,51465.0
1ac01,7907,2011,159.0,4697.0
1ac01,8201,2013,6882.0,1618.0
1ac01,8201,2014,5080.0,2105.0
1ac01,8202,2012,648.0,1451.0
1ac01,8202,2013,56.0,533.0
1ac01,8202,2014,2084.0,1287.0
1ac01,8203,2014,17553.0,259.0
1ac01,8204,2014,5.0,15506.0
1ac01,8205,2012,321.0,612.0
1ac01,8205,2013,1109.0,1877.0
1ac01,8205,2014,2517.0,4471.0
1ac01,8207,2013,4476.0,743.0
1ac01,8301,2012,5013.0,5194.0
1ac01,8301,2013,5311.0,452.0
1ac01,8301,2014,51195.0,4808.0
1ac01,8311,2014,1943.0,669.0
1ac01,8413,2011,22112.0,520.0
1ac01,8424,2012,2880.0,2281.0
1ac01,8424,2014,54464.0,1314.0
1ac01,8429,2013,88998.0,78964.0
1ac01,8429,2014,119861.0,146780.0
1ac01,8462,2011,844.0,8500.0
1ac01,8466,2013,93.0,226.0
1ac01,8467,2013,6330.0,1391.0
1ac01,8481,2012,3934.0,246.0
1ac01,8481,2013,54524.0,1984.0
1ac01,8481,2014,63705.0,2919.0
1ac01,8513,2014,72.0,334.0
1ac01,8536,2013,13451.0,202.0
1ac01,8716,2011,1614.0,820.0
1ac01,8716,2012,10347.0,2790.0
1ac01,9401,2014,5108.0,1751.0
1ac01,9405,2011,15326.0,9686.0
1ac01,9405,2012,4589.0,11483.0
1ac01,9405,2013,24957.0,7368.0
1ac01,9603,2011,11632.0,1537.0
1am00,303,2012,95236.0,83842.0
1am00,801,2014,5982320.0,19978.0
1am00,811,2013,33108.0,1067.0
1am00,811,2014,24934.0,2870.0
1am00,1301,2011,430004.0,599605.0
1am00,1301,2012,756543.0,1414631.0
1am00,1301,2013,538560.0,1775355.0
1am00,1301,2014,611487.0,1343794.0
1am00,1302,2011,112851.0,1859568.0
1am00,1302,2012,9009.0,2335102.0
1am00,1302,2013,238411.0,2954589.0
1am00,1302,2014,6281.0,3053352.0
1am00,1513,2012,612.0,151591.0
1am00,1515,2011,667.0,9432.0
1am00,1702,2011,29122.0,20698.0
1am00,1702,2012,49198.0,17422.0
1am00,1702,2013,69310.0,96793.0
1am00,1702,2014,69834.0,121542.0
1am00,2008,2011,39565.0,3908.0
1am00,2008,2014,274116.0,12584.0
1am00,2009,2011,15433.0,76032.0
1am00,2101,2011,2765636.0,2394111.0
1am00,2101,2012,3725766.0,2708921.0
1am00,2101,2013,6314440.0,3239919.0
1am00,2101,2014,2371045.0,2940086.0
1am00,2106,2011,157029539.0,8933913.0
1am00,2106,2012,200216700.0,8956921.0
1am00,2106,2013,289254631.0,7655517.0
1am00,2106,2014,253416929.0,12002975.0
1am00,2207,2013,2.0,230.0
1am00,2501,2014,1386.0,39745.0
1am00,2504,2011,43.0,596019.0
1am00,2517,2012,56063.0,1838.0
1am00,2523,2011,392510.0,21077691.0
1am00,2523,2012,941321.0,27336609.0
1am00,2523,2013,1283398.0,25877197.0
1am00,2523,2014,869621.0,27461800.0
1am00,2710,2011,10839413.0,689931390.0
1am00,2710,2012,12.0,771913195.0
1am00,2710,2014,14469288.0,403680132.0
1am00,2712,2013,16.0,16286.0
1am00,2809,2013,33843.0,79501.0
1am00,2809,2014,923.0,421748.0
1am00,2811,2011,11.0,113126.0
1am00,2812,2014,7464.0,81922.0
1am00,2817,2012,184854.0,68923.0
1am00,2819,2011,11380.0,456858.0
1am00,2827,2013,8614.0,6185.0
1am00,2827,2014,4061.0,9067.0
1am00,2832,2013,14.0,1409249.0
1am00,2833,2012,1165.0,47961.0
1am00,2833,2013,21398.0,55052.0
1am00,2833,2014,2110.0,64736.0
1am00,2835,2011,6608.0,242518.0
1am00,2835,2012,37760.0,607417.0
1am00,2835,2013,54596.0,578937.0
1am00,2835,2014,58805.0,453265.0
1am00,2837,2013,77047.0,192995.0
1am00,2837,2014,108102.0,135010.0
1am00,2841,2011,604.0,16284.0
1am00,2841,2013,15991.0,367.0
1am00,2843,2011,16236451.0,703366.0
1am00,2843,2012,11561177.0,585433.0
1am00,2843,2013,26822969.0,386783.0
1am00,2843,2014,11789519.0,383537.0
1am00,2844,2011,1000.0,8910.0
1am00,2844,2013,2500.0,26998.0
1am00,2905,2011,689.0,33393.0
1am00,2905,2013,10.0,824079.0
1am00,2905,2014,52125.0,947051.0
1am00,2909,2011,6515.0,1095375.0
1am00,2909,2012,413.0,1859523.0
1am00,2909,2014,9557.0,9478.0
1am00,2911,2014,1684.0,4673.0
1am00,2912,2011,15750.0,129768.0
1am00,2912,2012,5.0,114483.0
1am00,2912,2013,22.0,175895.0
1am00,2915,2011,2618.0,703787.0
1am00,2915,2012,1020.0,949089.0
1am00,2915,2013,43277.0,647060.0
1am00,2915,2014,11743.0,693251.0
1am00,2916,2011,219924.0,5566782.0
1am00,2916,2012,26838.0,8247689.0
1am00,2916,2013,30872.0,7654754.0
1am00,2916,2014,21185.0,8425103.0
1am00,2917,2012,2456.0,1070982.0
1am00,2918,2011,46835.0,2972848.0
1am00,2918,2012,3892.0,2075929.0
1am00,2918,2013,249833.0,4455636.0
1am00,2918,2014,27812.0,4373431.0
1am00,2921,2013,11250.0,751273.0
1am00,2922,2011,13252.0,90928.0
1am00,2922,2012,72889.0,90413.0
1am00,2922,2013,80003.0,94902.0
1am00,2922,2014,5107.0,275098.0
1am00,2924,2013,13916.0,2504582.0
1am00,2924,2014,1127.0,2673107.0
1am00,2929,2012,14100.0,2930644.0
