BRA ID MIR,HS ID HS4,Year,Exports,Imports
1am0002,8303,2011,607661.0,5517617.0
1am0002,8303,2014,39866.0,5980722.0
1am0002,8307,2012,594.0,113357.0
1am0002,8308,2011,2.0,52838.0
1am0002,8308,2014,3833.0,30876.0
1am0002,8309,2012,6935806.0,1356668.0
1am0002,8309,2013,9633620.0,310823.0
1am0002,8309,2014,7425035.0,83572.0
1am0002,8310,2014,114.0,141822.0
1am0002,8311,2011,290111.0,8048388.0
1am0002,8311,2012,931970.0,6050661.0
1am0002,8311,2013,1253824.0,3990267.0
1am0002,8311,2014,116450.0,2544292.0
1am0002,8404,2011,3222.0,220.0
1am0002,8405,2014,134.0,452019.0
1am0002,8407,2011,18365.0,58899814.0
